Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10
2,2,1,3,10,7,12,5,10,10,9,0,13
2,3,1,6,10,7,12,5,10,10,9,0,13
2,4,1,6,10,7,12,5,10,10,9,0,13
2,5,1,6,10,7,12,5,10,10,9,0,13
2,6,1,6,10,7,12,5,10,10,9,0,13
2,7,1,6,10,7,12,5,10,10,9,0,13
2,8,1,6,10,7,12,5,10,10,9,0,13
2,9,1,6,10,7,12,5,10,10,9,0,13
2,10,1,6,10,7,12,5,10,10,9,0,13
2,11,1,6,10,7,12,5,10,10,9,0,13
2,12,1,6,10,7,12,5,10,10,9,0,13
2,13,1,6,10,7,12,5,10,10,9,0,13
2,14,1,6,10,7,12,5,10,10,9,0,13
2,15,1,6,10,7,12,5,10,10,9,0,13
2,16,1,6,10,7,12,5,10,10,9,0,13
2,17,1,6,10,7,12,5,10,10,9,0,13
2,18,1,6,10,7,12,5,10,10,9,0,13
2,19,1,6,10,7,12,5,10,10,9,0,13
2,20,1,6,10,7,12,5,10,10,9,0,13
2,21,1,6,10,7,12,5,10,10,9,0,13
2,22,1,6,10,7,12,5,10,10,9,0,13
2,23,1,6,10,7,12,5,10,10,9,0,13
2,24,1,6,10,7,12,5,10,10,9,0,13
2,25,1,6,10,7,12,5,10,10,9,0,13
2,26,1,6,10,7,12,5,10,10,9,0,13
2,27,1,6,10,7,12,5,10,10,9,0,13
2,28,1,6,10,7,12,5,10,10,9,0,13
2,29,1,6,10,7,12,5,10,10,9,0,13
2,30,1,6,10,7,12,5,10,10,9,0,13
2,31,1,6,10,7,12,5,10,10,9,0,13
2,32,1,6,10,7,12,5,10,10,9,0,13
2,33,1,6,10,7,12,5,10,10,9,0,13
2,34,1,6,10,7,12,5,10,10,9,0,13
2,35,1,6,10,7,12,5,10,10,9,0,13
2,36,1,6,10,7,12,5,10,10,9,0,13
2,37,1,6,10,7,12,5,10,10,9,0,13
2,38,1,6,10,7,12,5,10,10,9,0,13
2,39,1,6,10,7,12,5,10,10,9,0,13
3,0,5,7,3,10,12,11,4,10,11,6,1
3,1,5,7,3,7,6,12,4,0,11,6,1
3,2,5,7,3,7,6,10,4,10,11,6,1
3,3,5,7,3,7,6,10,12,10,11,6,1
3,4,5,7,3,7,6,10,12,10,11,6,1
3,5,5,7,3,7,6,10,12,10,11,6,1
3,6,5,7,3,7,6,10,12,10,11,6,1
3,7,5,7,3,7,6,10,12,10,11,6,1
3,8,5,7,3,7,6,10,12,10,11,6,1
3,9,5,7,3,7,6,10,12,10,11,6,1
3,10,5,7,3,7,6,10,12,10,11,6,1
3,11,5,7,3,7,6,10,12,10,11,6,1
3,12,5,7,3,7,6,10,12,10,11,6,1
3,13,5,7,3,7,6,10,12,10,11,6,1
3,14,5,7,3,7,6,10,12,10,11,6,1
3,15,5,7,3,7,6,10,12,10,11,6,1
3,16,5,7,3,7,6,10,12,10,11,6,1
3,17,5,7,3,7,6,10,12,10,11,6,1
3,18,5,7,3,7,6,10,12,10,11,6,1
3,19,5,7,3,7,6,10,12,10,11,6,1
3,20,5,7,3,7,6,10,12,10,11,6,1
3,21,5,7,3,7,6,10,12,10,11,6,1
3,22,5,7,3,7,6,10,12,10,11,6,1
3,23,5,7,3,7,6,10,12,10,11,6,1
3,24,5,7,3,7,6,10,12,10,11,6,1
3,25,5,7,3,7,6,10,12,10,11,6,1
3,26,5,7,3,7,6,10,12,10,11,6,1
3,27,5,7,3,7,6,10,12,10,11,6,1
3,28,5,7,3,7,6,10,12,10,11,6,1
3,29,5,7,3,7,6,10,12,10,11,6,1
3,30,5,7,3,7,6,10,12,10,11,6,1
3,31,5,7,3,7,6,10,12,10,11,6,1
3,32,5,7,3,7,6,10,12,10,11,6,1
3,33,5,7,3,7,6,10,12,10,11,6,1
3,34,5,7,3,7,6,10,12,10,11,6,1
3,35,5,7,3,7,6,10,12,10,11,6,1
3,36,5,7,3,7,6,10,12,10,11,6,1
3,37,5,7,3,7,6,10,12,10,11,6,1
3,38,5,7,3,7,6,10,12,10,11,6,1
3,39,5,7,3,7,6,10,12,10,11,6,1
4,0,11,1,5,12,7,5,5,13,8,8,2
4,1,10,10,5,12,8,9,5,13,8,8,2
4,2,10,10,1,12,8,9,5,8,8,8,2
4,3,10,10,1,12,8,9,5,8,8,8,2
4,4,10,10,1,12,8,9,5,8,8,8,2
4,5,10,10,1,12,8,9,5,8,8,8,2
4,6,10,10,1,12,8,9,5,8,8,8,2
4,7,10,10,1,12,8,9,5,8,8,8,2
4,8,10,10,1,12,8,9,5,8,8,8,2
4,9,10,10,1,12,8,9,5,8,8,8,2
4,10,10,10,1,12,8,9,5,8,8,8,2
4,11,10,10,1,12,8,9,5,8,8,8,2
4,12,10,10,1,12,8,9,5,8,8,8,2
4,13,10,10,1,12,8,9,5,8,8,8,2
4,14,10,10,1,12,8,9,5,8,8,8,2
4,15,10,10,1,12,8,9,5,8,8,8,2
4,16,10,10,1,12,8,9,5,8,8,8,2
4,17,10,10,1,12,8,9,5,8,8,8,2
4,18,10,10,1,12,8,9,5,8,8,8,2
4,19,10,10,1,12,8,9,5,8,8,8,2
4,20,10,10,1,12,8,9,5,8,8,8,2
4,21,10,10,1,12,8,9,5,8,8,8,2
4,22,10,10,1,12,8,9,5,8,8,8,2
4,23,10,10,1,12,8,9,5,8,8,8,2
4,24,10,10,1,12,8,9,5,8,8,8,2
4,25,10,10,1,12,8,9,5,8,8,8,2
4,26,10,10,1,12,8,9,5,8,8,8,2
4,27,10,10,1,12,8,9,5,8,8,8,2
4,28,10,10,1,12,8,9,5,8,8,8,2
4,29,10,10,1,12,8,9,5,8,8,8,2
4,30,10,10,1,12,8,9,5,8,8,8,2
4,31,10,10,1,12,8,9,5,8,8,8,2
4,32,10,10,1,12,8,9,5,8,8,8,2
4,33,10,10,1,12,8,9,5,8,8,8,2
4,34,10,10,1,12,8,9,5,8,8,8,2
4,35,10,10,1,12,8,9,5,8,8,8,2
4,36,10,10,1,12,8,9,5,8,8,8,2
4,37,10,10,1,12,8,9,5,8,8,8,2
4,38,10,10,1,12,8,9,5,8,8,8,2
4,39,10,10,1,12,8,9,5,8,8,8,2
