Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4
0,4.689239615310042,0.2795564884007193,4.62294278571561,4.559649109306551,4.2806074335309,4.891829923454004,5.091168824543142
1,4.56329435082448,0.36202854546761115,4.963869458396343,4.142463035441597,4.1124688448667905,4.756637467791716,4.841032947625951
2,4.75874827340129,0.24461167265738712,5.1357959461022205,4.5060403904093,4.475533487753164,4.850773134253961,4.825598408487801
3,4.793408038316573,0.19544661215292297,5.079212537391991,4.467169125967809,4.767431174123018,4.827255949294589,4.825971404805462
4,4.73358108077039,0.17734190641984263,4.991993589739475,4.447201367152156,4.681410043993154,4.809199517591259,4.738100885375912
5,4.662208564464761,0.18234939383348098,4.725082009870304,4.333866633850193,4.632968810600822,4.881024482626573,4.738100885375912
6,4.665124713361794,0.18923902552339328,4.733877902945956,4.315367886982523,4.657252408878007,4.881024482626573,4.738100885375912
7,4.62729507045186,0.18799024169335732,4.62709412050371,4.315367886982523,4.5748879767705795,4.881024482626573,4.738100885375912
8,4.653560741314391,0.18711607867168112,4.639655159599687,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
9,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
10,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
11,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
12,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
13,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
14,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
15,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
16,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
17,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
18,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
19,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
20,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
21,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
22,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
23,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
24,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
25,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
26,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
27,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
28,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
29,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
30,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
31,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
32,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
33,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
34,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
35,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
36,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
37,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
38,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
39,4.632324806987907,0.19340858968632763,4.533475487967262,4.315367886982523,4.693655291987261,4.881024482626573,4.738100885375912
