Iteration,Mean,Stdev,Run-0,Run-1,Run-2,Run-3,Run-4
0,28.81470310209422,4.361004954527631,32.07384462881077,35.391137138313255,23.71580378887057,25.03153145532147,27.861198499155048
1,14.647917254063653,2.3703316778865333,18.015429773183712,16.78219820283316,12.608610400926837,13.927586000559705,11.905761892814864
2,10.972147667114545,1.8865088976764477,14.08067089528133,12.087786603102177,10.34555337017946,9.280938165741016,9.065789301268742
3,8.489887652711042,1.4885423982571875,11.102667723941785,8.997261503555666,8.156188868299688,7.07192714955879,7.12139301819928
4,6.989695226745947,1.2969642517087876,8.933600808370572,7.62837433778906,7.282858586080729,5.590507434367381,5.513134967121992
5,6.106168038542212,1.2174371144342429,7.677754467929258,6.642870147394549,6.604156645952752,4.092923964312507,5.513134967121992
6,5.81784940107351,1.0769075567649968,7.425107073344913,5.858819769199102,6.199261231389034,4.092923964312507,5.513134967121992
7,5.542638249096021,0.7735532084356218,6.3619415786230675,5.858819769199102,5.886370966223438,4.092923964312507,5.513134967121992
8,5.378976246722263,0.6567794889053302,5.595017900971352,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
9,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
10,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
11,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
12,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
13,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
14,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
15,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
16,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
17,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
18,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
19,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
20,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
21,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
22,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
23,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
24,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
25,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
26,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
27,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
28,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
29,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
30,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
31,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
32,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
33,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
34,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
35,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
36,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
37,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
38,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
39,5.221064204057055,0.6803476993971844,4.80545768764531,5.858819769199102,5.834984632006361,4.092923964312507,5.513134967121992
